#Parameters = {CPWG_cut=1.25; GND_len=30; GND_wid=5; Strip_wid=0.85; arr1_posx=10; clrGND=5; couplline_len1=0; couplline_len2=2; couplline_len3=1; couplline_pos=1.5; dip_len=3; dip_pos=3; dip_wid=0.4; dipext_len=2; feed_pos=0.3; gap=0.2; notch_len=2; patch_wid=2.6; sub_h=0.5; via_num=10}
#"Frequency / GHz"	"R1_5_6 [1] [Real/Imaginary Part] [Re]"	"R1_5_6 [1] [Real/Imaginary Part] [Im]"
#-------------------------------------------------------------------------------------------------
10.000000000000	-0.012234675375124	0.033730068406651
10.030000000000	-0.011526365731439	0.034596452024660
10.060000000000	-0.010773466804501	0.035446357447887
10.090000000000	-0.0099784352131458	0.036277967071935
10.120000000000	-0.0091436080326069	0.037090246695968
10.150000000000	-0.0082709797833833	0.037882850085704
10.180000000000	-0.0073620175362782	0.038655963045977
10.210000000000	-0.0064175303227903	0.039410100260890
10.240000000000	-0.0054376047344217	0.040145872445302
10.270000000000	-0.0044216131732123	0.040863744297971
10.300000000000	-0.0033682950832599	0.041563805070170
10.330000000000	-0.0022759051237491	0.042245573099867
10.360000000000	-0.0011424161479945	0.042907853382768
10.390000000000	3.4240463503096e-05	0.043548663272470
10.420000000000	0.0012559186409378	0.044165235976439
10.450000000000	0.0025240096047610	0.044754105019993
10.480000000000	0.0038392265050104	0.045311265763839
10.510000000000	0.0052014447535377	0.045832402924698
10.540000000000	0.0066096175839819	0.046313166433359
10.570000000000	0.0080617810387426	0.046749472424303
10.600000000000	0.0095551557350712	0.047137802182697
10.630000000000	0.011086344860569	0.047475469876363
10.660000000000	0.012651619450494	0.047760830139490
10.690000000000	0.014247273728289	0.047993399161457
10.720000000000	0.015870025789954	0.048173867806876
10.750000000000	0.017517432799671	0.048303992216897
10.780000000000	0.019188285682980	0.048386355918227
10.810000000000	0.020882946484377	0.048424007155283
10.840000000000	0.022603592376702	0.048419985314717
10.870000000000	0.024354333871326	0.048376760216767
10.900000000000	0.026141180990350	0.048295616974014
10.930000000000	0.027971839741314	0.048176026368333
10.960000000000	0.029855331717380	0.048015045659123
10.990000000000	0.031801441412362	0.047806796928554
11.020000000000	0.033820008153259	0.047542069180423
11.050000000000	0.035920091604369	0.047208086322947
11.080000000000	0.038109050759196	0.046788475979801
11.110000000000	0.040391585418823	0.046263464098584
11.140000000000	0.042768795659760	0.045610308072363
11.170000000000	0.045237318163737	0.044803967241100
11.200000000000	0.047788598144008	0.043817995011351
11.230000000000	0.050408351799267	0.042625622322762
11.260000000000	0.053076266830697	0.041200988722936
11.290000000000	0.055765977877015	0.039520465778192
11.320000000000	0.058445340284207	0.037564008743895
11.350000000000	0.061077010149823	0.035316466994303
11.380000000000	0.063619321936394	0.032768782125441
11.410000000000	0.066027438102444	0.029919005125512
11.440000000000	0.068254729159713	0.026773070539475
11.470000000000	0.070254328313785	0.023345275870288
11.500000000000	0.071980793277864	0.019658428052782
11.530000000000	0.073391799716239	0.015743634989782
11.560000000000	0.074449786631284	0.011639737966641
11.590000000000	0.075123474179581	0.0073923992556362
11.620000000000	0.075389178957991	0.0030528773256071
11.650000000000	0.075231860545536	-0.0013234612660739
11.680000000000	0.074645845575415	-0.0056788299795932
11.710000000000	0.073635191168973	-0.0099548360953042
11.740000000000	0.072213667328359	-0.014094338844252
11.770000000000	0.070404356859274	-0.018043267771026
11.800000000000	0.068238890507232	-0.021752319016288
11.830000000000	0.065756353157894	-0.025178453402922
11.860000000000	0.063001913148511	-0.028286130463232
11.890000000000	0.060025240056455	-0.031048226260327
11.920000000000	0.056878786038745	-0.033446599239131
11.950000000000	0.053616011377323	-0.035472286443873
11.980000000000	0.050289636069630	-0.037125331219406
12.010000000000	0.046949996085150	-0.038414261904170
12.040000000000	0.043643575537586	-0.039355257990148
12.070000000000	0.040411774991632	-0.039971054836014
12.100000000000	0.037289962132675	-0.040289649493843
12.130000000000	0.034306834939250	-0.040342877966917
12.160000000000	0.031484110279913	-0.040164937907261
12.190000000000	0.028836533522579	-0.039790930286118
12.220000000000	0.026372188292063	-0.039255489077705
12.250000000000	0.024093070859367	-0.038591559871023
12.280000000000	0.021995881580627	-0.037829377156801
12.310000000000	0.020072976933117	-0.036995676583022
12.340000000000	0.018313420418399	-0.036113163602822
12.370000000000	0.016704069087140	-0.035200244580510
12.400000000000	0.015230634621109	-0.034271011500646
12.430000000000	0.013878663498046	-0.033335457808067
12.460000000000	0.012634389279158	-0.032399891348433
12.490000000000	0.011485420850684	-0.031467501479066
12.520000000000	0.010421242759190	-0.030539031590774
12.550000000000	0.0094335167807157	-0.029613505727849
12.580000000000	0.0085161867239327	-0.028688958707707
12.610000000000	0.0076654003989445	-0.027763122911383
12.640000000000	0.0068792729917212	-0.026834031345622
12.670000000000	0.0061575242089393	-0.025900505120451
12.700000000000	0.0055010271041379	-0.024962503486849
12.730000000000	0.0049113092523113	-0.024021325318945
12.760000000000	0.0043900468855235	-0.023079661672125
12.790000000000	0.0039385898994017	-0.022141509105659
12.820000000000	0.0035575506172578	-0.021211962208595
12.850000000000	0.0032464823190386	-0.020296910709881
12.880000000000	0.0030036653698721	-0.019402671332098
12.910000000000	0.0028260099386488	-0.018535586969122
12.940000000000	0.0027090754150695	-0.017701625805434
12.970000000000	0.0026471983181373	-0.016906010784992
13.000000000000	0.0026337132745845	-0.016152905661791
13.030000000000	0.0026612459639584	-0.015445178123724
13.060000000000	0.0027220530819437	-0.014784253663396
13.090000000000	0.0028083825264727	-0.014170066510921
13.120000000000	0.0029128271763661	-0.013601106590242
13.150000000000	0.0030286476827909	-0.013074554629717
13.180000000000	0.0031500433768670	-0.012586491702961
13.210000000000	0.0032723553573935	-0.012132164958676
13.240000000000	0.0033921916338237	-0.011706288365750
13.270000000000	0.0035074703952907	-0.011303356074018
13.300000000000	0.0036173835874314	-0.010917946464789
13.330000000000	0.0037222885654181	-0.010544997009221
13.360000000000	0.0038235402751895	-0.010180033430556
13.390000000000	0.0039232799012159	-0.0098193410564402
13.420000000000	0.0040241980166327	-0.0094600712703532
13.450000000000	0.0041292909003857	-0.0091002812194122
13.480000000000	0.0042416278786573	-0.0087389100055948
13.510000000000	0.0043641454422134	-0.0083756991078995
13.540000000000	0.0044994807153422	-0.0080110684422968
13.570000000000	0.0046498529032955	-0.0076459620320043
13.600000000000	0.0048169969653287	-0.0072816785937868
13.630000000000	0.0050021493081013	-0.0069197024072995
13.660000000000	0.0052060811170800	-0.0065615486834703
13.690000000000	0.0054291713528000	-0.0062086354339473
13.720000000000	0.0056715086868300	-0.0058621907911862
13.750000000000	0.0059330099160282	-0.0055232011174652
13.780000000000	0.0062135417639711	-0.0051924013820648
13.810000000000	0.0065130334565375	-0.0048703054968261
