#Parameters = {CPWG_cut=1.25; GND_len=30; GND_wid=5; Strip_wid=0.85; arr1_posx=10; clrGND=5; couplline_len1=0; couplline_len2=2; couplline_len3=1; couplline_pos=1.5; dip_len=3; dip_pos=3; dip_wid=0.4; dipext_len=2; feed_pos=0.3; gap=0.2; notch_len=2; patch_wid=2.6; sub_h=0.5; via_num=10}
#"Frequency / GHz"	"R1_5_6 [1] [Re]"	"R1_5_6 [1] [Im]"
#-----------------------------------------------------
10.000000000000	-0.0085167890943202	0.012791120693770
10.030000000000	-0.0087245022825298	0.013277557249137
10.060000000000	-0.0089369569870832	0.013812986117080
10.090000000000	-0.0091501292176892	0.014404530504820
10.120000000000	-0.0093579869230245	0.015059144938613
10.150000000000	-0.0095524801310946	0.015783090505742
10.180000000000	-0.0097236695379983	0.016581410334615
10.210000000000	-0.0098599910825529	0.017457441939417
10.240000000000	-0.0099486444446582	0.018412401585397
10.270000000000	-0.0099760844356155	0.019445071885674
10.300000000000	-0.0099285865338635	0.020551617653814
10.330000000000	-0.0097928519048984	0.021725546995635
10.360000000000	-0.0095566135589904	0.022957825244153
10.390000000000	-0.0092092041288254	0.024237139233453
10.420000000000	-0.0087420472112384	0.025550299235017
10.450000000000	-0.0081490382598541	0.026882756319014
10.480000000000	-0.0074267874156265	0.028219204595483
10.510000000000	-0.0065747050409187	0.029544231303332
10.540000000000	-0.0055949205683942	0.030842973503709
10.570000000000	-0.0044920359772801	0.032101738512104
10.600000000000	-0.0032727260937239	0.033308546321799
10.630000000000	-0.0019452082872567	0.034453556108874
10.660000000000	-0.00051861333451800	0.035529345273141
10.690000000000	0.00099770335667302	0.036531018006751
10.720000000000	0.0025948658222400	0.037456130600735
10.750000000000	0.0042651500642853	0.038304431997733
10.780000000000	0.0060025785001829	0.039077429802559
10.810000000000	0.0078033930238080	0.039777803364569
10.840000000000	0.0096663693074384	0.040408695951456
10.870000000000	0.011592943348181	0.040972926799313
10.900000000000	0.013587131618232	0.041472170396055
10.930000000000	0.015655237940107	0.041906154305157
10.960000000000	0.017805352714508	0.042271927884384
10.990000000000	0.020046662667975	0.042563252285590
11.020000000000	0.022388601140059	0.042770157195355
11.050000000000	0.024839879407581	0.042878702120745
11.080000000000	0.027407448031581	0.042870970025085
11.110000000000	0.030095443202062	0.042725309296042
11.140000000000	0.032904176174194	0.042416827009125
11.170000000000	0.035829223921008	0.041918122931815
11.200000000000	0.038860676024688	0.041200240426832
11.230000000000	0.041982586715110	0.040233798079548
11.260000000000	0.045172672128733	0.038990255168466
11.290000000000	0.048402281739978	0.037443255608816
11.320000000000	0.051636660072232	0.035569989201006
11.350000000000	0.054835500881760	0.033352506239738
11.380000000000	0.057953781739159	0.030778921958501
11.410000000000	0.060942853043714	0.027844450902574
11.440000000000	0.063751742711569	0.024552217978417
11.470000000000	0.066328626738004	0.020913802297036
11.500000000000	0.068622407114988	0.016949481551049
11.530000000000	0.070584332635128	0.012688157961652
11.560000000000	0.072169595236132	0.0081669611390451
11.590000000000	0.073338834881869	0.0034305378047713
11.620000000000	0.074059489518035	-0.0014699474991812
11.650000000000	0.074306933200207	-0.0064780635426256
11.680000000000	0.074065354735842	-0.011533566931032
11.710000000000	0.073328340641240	-0.016574002608556
11.740000000000	0.072099139313325	-0.021536386705159
11.770000000000	0.070390597399597	-0.026358904893145
11.800000000000	0.068224773719898	-0.030982559369658
11.830000000000	0.065632250045356	-0.035352700651386
11.860000000000	0.062651170897186	-0.039420386366764
11.890000000000	0.059326055678406	-0.043143517824726
11.920000000000	0.055706435377198	-0.046487715866947
11.950000000000	0.051845372383563	-0.049426909810404
11.980000000000	0.047797925382081	-0.051943626526778
12.010000000000	0.043619621714390	-0.054028980215025
12.040000000000	0.039364997090577	-0.055682376532448
12.070000000000	0.035086257263484	-0.056910956819785
12.100000000000	0.030832108594824	-0.057728818615211
12.130000000000	0.026646794785028	-0.058156057023683
