#Parameters = {CPWG_cut=1.25; GND_len=30; GND_wid=5; Strip_wid=0.85; arr1_posx=10; clrGND=5; couplline_len1=0; couplline_len2=2; couplline_len3=1; couplline_pos=1.5; dip_len=3; dip_pos=3; dip_wid=0.4; dipext_len=2; feed_pos=0.3; gap=0.2; notch_len=2; patch_wid=2.6; sub_h=0.5; via_num=10}
#"Frequency / GHz"	"R1_0_0 [1] [Real/Imaginary Part] [Re]"	"R1_0_0 [1] [Real/Imaginary Part] [Im]"
#-------------------------------------------------------------------------------------------------
10.000000000000	0.015984941790945	0.0058759231659223
10.030000000000	0.016437664024254	0.0055373404148347
10.060000000000	0.016889336729496	0.0051802828472872
10.090000000000	0.017341151999033	0.0048052761532311
10.120000000000	0.017794689203544	0.0044121658962708
10.150000000000	0.018251697245844	0.0039999945586121
10.180000000000	0.018713845083152	0.0035669443745485
10.210000000000	0.019182460068410	0.0031103533708919
10.240000000000	0.019658275239690	0.0026268063157407
10.270000000000	0.020141206622149	0.0021122962721354
10.300000000000	0.020630179864738	0.0015624466245447
10.330000000000	0.021123022207913	0.00097277825423475
10.360000000000	0.021616431087378	0.00033900240613568
10.390000000000	0.022106024950324	-0.00034268293493307
10.420000000000	0.022586475510274	-0.0010753164061906
10.450000000000	0.023051714167445	-0.0018609388902901
10.480000000000	0.023495199169748	-0.0027004214122996
10.510000000000	0.023910224767962	-0.0035933711622315
10.540000000000	0.024290249559945	-0.0045381259521333
10.570000000000	0.024629218772803	-0.0055318408681144
10.600000000000	0.024921854637014	-0.0065706637862617
10.630000000000	0.025163890370256	-0.0076499893032435
10.660000000000	0.025352226576144	-0.0087647740203582
10.690000000000	0.025484993896916	-0.0099098905245702
10.720000000000	0.025561512228244	-0.011080493282687
10.750000000000	0.025582144284470	-0.012272367362457
10.780000000000	0.025548049282970	-0.013482230652167
10.810000000000	0.025460850435625	-0.014707962162076
10.840000000000	0.025322237219574	-0.015948732998655
10.870000000000	0.025133529503118	-0.017205022497215
10.900000000000	0.024895235047730	-0.018478509431295
10.930000000000	0.024606634318415	-0.019771836721180
10.960000000000	0.024265426668036	-0.021088257083588
10.990000000000	0.023867469723871	-0.022431175992911
11.020000000000	0.023406639264539	-0.023803616543538
11.050000000000	0.022874830260074	-0.025207637726509
11.080000000000	0.022262111432219	-0.026643742748021
11.110000000000	0.021557036175482	-0.028110316917045
11.140000000000	0.020747102554991	-0.029603135047545
11.170000000000	0.019819345012746	-0.031114976149443
11.200000000000	0.018761031030018	-0.032635378482472
11.230000000000	0.017560427940178	-0.034150561046750
11.260000000000	0.016207598919158	-0.035643528667175
11.290000000000	0.014695183345557	-0.037094367511541
11.320000000000	0.013019115522200	-0.038480726780966
11.350000000000	0.011179237325869	-0.039778471103512
11.380000000000	0.0091797646672237	-0.040962477543647
11.410000000000	0.0070295744899777	-0.042007541780704
11.440000000000	0.0047422880459275	-0.042889350507872
11.470000000000	0.0023361368395065	-0.043585471950108
11.500000000000	-0.00016639067762877	-0.044076313943940
11.530000000000	-0.0027391115539711	-0.044345999450034
11.560000000000	-0.0053528981671612	-0.044383112689710
11.590000000000	-0.0079765830943410	-0.044181275140708
11.620000000000	-0.010577977810880	-0.043739519059758
11.650000000000	-0.013124957371936	-0.043062436537514
11.680000000000	-0.015586559236508	-0.042160093736854
11.710000000000	-0.017934043274859	-0.041047712241199
11.740000000000	-0.020141861821699	-0.039745131631666
11.770000000000	-0.022188493287234	-0.038276078814712
11.800000000000	-0.024057100035038	-0.036667279580745
11.830000000000	-0.025735980548906	-0.034947455825440
11.860000000000	-0.027218796787479	-0.033146257370351
11.890000000000	-0.028504569425773	-0.031293180089248
11.920000000000	-0.029597445720601	-0.029416521958681
11.950000000000	-0.030506256321871	-0.027542425753942
11.980000000000	-0.031243887831900	-0.025694051618490
12.010000000000	-0.031826506715152	-0.023890915009016
12.040000000000	-0.032272676817092	-0.022148416047290
12.070000000000	-0.032602416935565	-0.020477575673466
12.100000000000	-0.032836246427233	-0.018884982828358
12.130000000000	-0.032994265711662	-0.017372945844175
12.160000000000	-0.033095314900272	-0.015939830919208
12.190000000000	-0.033156247914537	-0.014580561554818
12.220000000000	-0.033191351778037	-0.013287245610989
12.250000000000	-0.033211931774875	-0.012049891537379
12.280000000000	-0.033226073427182	-0.010857172570545
12.310000000000	-0.033238582345621	-0.0096971973188578
12.340000000000	-0.033251093524388	-0.0085582471039210
12.370000000000	-0.033262333114111	-0.0074294444757323
12.400000000000	-0.033268508561548	-0.0063013231365918
12.430000000000	-0.033263797600827	-0.0051662766726660
12.460000000000	-0.033240903143599	-0.0040188715173115
12.490000000000	-0.033191639742423	-0.0028560179426882
12.520000000000	-0.033107517961225	-0.0016770010858205
12.550000000000	-0.032980295525211	-0.00048338158748265
12.580000000000	-0.032802468280375	0.00072121805413372
12.610000000000	-0.032567679424828	0.0019314201632186
12.640000000000	-0.032271031776344	0.0031404667947748
12.670000000000	-0.031909294577928	0.0043406362223116
12.700000000000	-0.031481003079122	0.0055236742187796
12.730000000000	-0.030986455454791	0.0066812148089810
12.760000000000	-0.030427617175682	0.0078051680359937
12.790000000000	-0.029807947437719	0.0088880562719644
12.820000000000	-0.029132165487104	0.0099232853848982
12.850000000000	-0.028405976537128	0.010905342288549
12.880000000000	-0.027635777446536	0.011829915689118
12.910000000000	-0.026828361495778	0.012693941857075
12.940000000000	-0.025990639613440	0.013495581693436
12.970000000000	-0.025129392492345	0.014234138984583
13.000000000000	-0.024251064460633	0.014909932376760
13.030000000000	-0.023361606029753	0.015524135157872
13.060000000000	-0.022466368024487	0.016078597396637
13.090000000000	-0.021570046388562	0.016575664419391
13.120000000000	-0.020676673397148	0.017018004131001
13.150000000000	-0.019789648288905	0.017408453489170
13.180000000000	-0.018911798390256	0.017749891738650
13.210000000000	-0.018045460712793	0.018045145040190
13.240000000000	-0.017192573765457	0.018296924126256
13.270000000000	-0.016354769878883	0.018507793803504
13.300000000000	-0.015533459579550	0.018680170691866
13.330000000000	-0.014729901323811	0.018816343690627
13.360000000000	-0.013945252026483	0.018918510391398
13.390000000000	-0.013180596102663	0.018988822060490
13.420000000000	-0.012436952994277	0.019029429879218
13.450000000000	-0.011715265200436	0.019042525800834
13.480000000000	-0.011016370526991	0.019030372555877
13.510000000000	-0.010340963507222	0.018995318881132
13.540000000000	-0.0096895516569805	0.018939797808863
13.570000000000	-0.0090624123939440	0.018866307673725
13.600000000000	-0.0084595560961754	0.018777377221723
13.630000000000	-0.0078806999636090	0.018675517703373
13.660000000000	-0.0073252561734905	0.018563165992727
13.690000000000	-0.0067923364060137	0.018442623520122
13.720000000000	-0.0062807732905230	0.018315996101663
13.750000000000	-0.0057891578181530	0.018185139593181
13.780000000000	-0.0053158904068327	0.018051615727652
13.810000000000	-0.0048592421940503	0.017916661580807
13.840000000000	-0.0044174223507515	0.017781174942285
13.870000000000	-0.0039886468047882	0.017645716557056
13.900000000000	-0.0035712037500284	0.017510528858095
13.930000000000	-0.0031635116807952	0.017375569547497
13.960000000000	-0.0027641663843462	0.017240557298413
13.990000000000	-0.0023719742759682	0.017105026024368
14.020000000000	-0.0019859705836898	0.016968383651030
14.050000000000	-0.0016054220847194	0.016829971155574
14.080000000000	-0.0012298152643183	0.016689117809163
14.110000000000	-0.00085883181732150	0.016545189039827
14.140000000000	-0.00049231426428417	0.016397624073613
14.170000000000	-0.00013022504903330	0.016245961440217
14.200000000000	0.00022739721343732	0.016089851462384
14.230000000000	0.00058048067072892	0.015929055898361
14.260000000000	0.00092895896985795	0.015763435888706
14.290000000000	0.0012728029590511	0.015592930196897
14.320000000000	0.0016120432519296	0.015417526367104
14.350000000000	0.0019467824125158	0.015237227811078
14.380000000000	0.0022771964294547	0.015052019960347
14.410000000000	0.0026035260296414	0.014861838483469
14.440000000000	0.0029260591638651	0.014666542195957
